epoch,accuracy,loss,val_accuracy,val_loss
0,0.23111110925674438,1.611560583114624,0.18666666746139526,1.609898567199707
1,0.2133333384990692,1.612937092781067,0.2199999988079071,1.6120331287384033
2,0.19333332777023315,1.610369086265564,0.19333332777023315,1.6093955039978027
3,0.18444444239139557,1.609444260597229,0.2199999988079071,1.6100162267684937
4,0.23555555939674377,1.5977966785430908,0.18000000715255737,1.6175016164779663
5,0.24222221970558167,1.5841333866119385,0.18000000715255737,1.6734490394592285
6,0.2288888841867447,1.5867502689361572,0.30666667222976685,1.5747475624084473
7,0.24222221970558167,1.5799285173416138,0.23999999463558197,1.5687094926834106
8,0.23999999463558197,1.5648146867752075,0.2266666740179062,1.5637667179107666
9,0.2266666740179062,1.5615756511688232,0.25999999046325684,1.5623118877410889
10,0.2800000011920929,1.558204174041748,0.30000001192092896,1.5660089254379272
11,0.30222222208976746,1.547605276107788,0.20666666328907013,1.6126017570495605
12,0.2688888907432556,1.5456150770187378,0.3466666638851166,1.5323817729949951
13,0.31111112236976624,1.5303577184677124,0.3199999928474426,1.566428780555725
14,0.3199999928474426,1.5304332971572876,0.24666666984558105,1.5263781547546387
15,0.3199999928474426,1.5250751972198486,0.2933333218097687,1.5121805667877197
16,0.31111112236976624,1.5144267082214355,0.2800000011920929,1.5420520305633545
17,0.31333333253860474,1.5173850059509277,0.3799999952316284,1.523598074913025
18,0.35111111402511597,1.5053867101669312,0.3400000035762787,1.493660807609558
19,0.31111112236976624,1.5083802938461304,0.2866666615009308,1.5241272449493408
20,0.30666667222976685,1.5090670585632324,0.3733333349227905,1.5634516477584839
21,0.3422222137451172,1.4923334121704102,0.3266666531562805,1.5432016849517822
22,0.3444444537162781,1.4931144714355469,0.30000001192092896,1.5215097665786743
23,0.3311111032962799,1.4839918613433838,0.36666667461395264,1.4598239660263062
24,0.3311111032962799,1.4658833742141724,0.40666666626930237,1.4718366861343384
25,0.36000001430511475,1.4687694311141968,0.36666667461395264,1.517114520072937
26,0.35333332419395447,1.452277660369873,0.36666667461395264,1.4363573789596558
27,0.3355555534362793,1.4547266960144043,0.36666667461395264,1.633960247039795
28,0.3444444537162781,1.450962781906128,0.4000000059604645,1.4186756610870361
29,0.36000001430511475,1.4387394189834595,0.3733333349227905,1.5002362728118896
30,0.3488888740539551,1.434370517730713,0.4266666769981384,1.4550317525863647
31,0.36000001430511475,1.4287536144256592,0.41999998688697815,1.420969843864441
32,0.35777777433395386,1.4295519590377808,0.3799999952316284,1.4203972816467285
33,0.36444443464279175,1.4251410961151123,0.3733333349227905,1.4268885850906372
34,0.35777777433395386,1.4298971891403198,0.4266666769981384,1.3924052715301514
35,0.35555556416511536,1.4131155014038086,0.36666667461395264,1.42996346950531
36,0.3444444537162781,1.420480728149414,0.40666666626930237,1.3796875476837158
37,0.35111111402511597,1.4028548002243042,0.41333332657814026,1.455997109413147
38,0.36888888478279114,1.4124727249145508,0.41333332657814026,1.3697311878204346
39,0.36444443464279175,1.3969166278839111,0.4399999976158142,1.443940281867981
40,0.36444443464279175,1.3972711563110352,0.4000000059604645,1.3721740245819092
41,0.37555554509162903,1.3847719430923462,0.3799999952316284,1.371872901916504
42,0.36444443464279175,1.3985358476638794,0.3933333456516266,1.359989881515503
43,0.3466666638851166,1.3897762298583984,0.41999998688697815,1.3355873823165894
